[Model: LM_LSTM_VAR_DROPOUT, Optimizer: SGD, Hidden-size: 250, Embedding-size: 250, Learning-rate: 20]
[Epoch: 1, PPL: 446.7501, Best PPL: 446.7501]
[Epoch: 2, PPL: 370.7497, Best PPL: 370.7497]
[Epoch: 3, PPL: 338.6578, Best PPL: 338.6578]
[Epoch: 4, PPL: 313.6355, Best PPL: 313.6355]
[Epoch: 5, PPL: 304.7125, Best PPL: 304.7125]
[Epoch: 6, PPL: 293.1673, Best PPL: 293.1673]
[Epoch: 7, PPL: 279.2074, Best PPL: 279.2074]
[Epoch: 8, PPL: 273.2683, Best PPL: 273.2683]
[Epoch: 9, PPL: 267.4450, Best PPL: 267.4450]
[Epoch: 10, PPL: 261.8113, Best PPL: 261.8113]
[Epoch: 11, PPL: 250.4286, Best PPL: 250.4286]
[Epoch: 12, PPL: 246.7403, Best PPL: 246.7403]
[Epoch: 13, PPL: 242.9763, Best PPL: 242.9763]
[Epoch: 14, PPL: 239.9692, Best PPL: 239.9692]
[Epoch: 15, PPL: 236.4160, Best PPL: 236.4160]
[Epoch: 16, PPL: 230.3183, Best PPL: 230.3183]
[Epoch: 17, PPL: 229.3877, Best PPL: 229.3877]
[Epoch: 18, PPL: 229.0678, Best PPL: 229.0678]
[Epoch: 19, PPL: 221.8825, Best PPL: 221.8825]
[Epoch: 20, PPL: 219.8413, Best PPL: 219.8413]
[Epoch: 21, PPL: 220.8296, Best PPL: 219.8413]
[Epoch: 22, PPL: 216.2522, Best PPL: 216.2522]
[Epoch: 23, PPL: 212.4129, Best PPL: 212.4129]
[Epoch: 24, PPL: 212.8387, Best PPL: 212.4129]
[Epoch: 25, PPL: 210.8392, Best PPL: 210.8392]
[Epoch: 26, PPL: 208.3340, Best PPL: 208.3340]
[Epoch: 27, PPL: 210.0975, Best PPL: 208.3340]
[Epoch: 28, PPL: 207.8687, Best PPL: 207.8687]
[Epoch: 29, PPL: 207.8239, Best PPL: 207.8239]
[Epoch: 30, PPL: 209.2923, Best PPL: 207.8239]
[Epoch: 31, PPL: 203.2523, Best PPL: 203.2523]
[Epoch: 32, PPL: 202.6857, Best PPL: 202.6857]
[Epoch: 33, PPL: 203.3906, Best PPL: 202.6857]
[Epoch: 34, PPL: 200.8041, Best PPL: 200.8041]
[Epoch: 35, PPL: 199.8291, Best PPL: 199.8291]
[Epoch: 36, PPL: 199.2508, Best PPL: 199.2508]
[Epoch: 37, PPL: 199.6998, Best PPL: 199.2508]
[Epoch: 38, PPL: 198.9154, Best PPL: 198.9154]
[Epoch: 39, PPL: 196.4095, Best PPL: 196.4095]
[Epoch: 40, PPL: 195.8813, Best PPL: 195.8813]
[Epoch: 41, PPL: 196.4432, Best PPL: 195.8813]
[Epoch: 42, PPL: 194.6288, Best PPL: 194.6288]
[Epoch: 43, PPL: 193.7394, Best PPL: 193.7394]
[Epoch: 44, PPL: 193.0336, Best PPL: 193.0336]
[Epoch: 45, PPL: 195.5825, Best PPL: 193.0336]
[Epoch: 46, PPL: 193.4191, Best PPL: 193.0336]
[Epoch: 47, PPL: 196.2407, Best PPL: 193.0336]
[Epoch: 48, PPL: 193.2362, Best PPL: 193.0336]
[Epoch: 49, PPL: 192.2153, Best PPL: 192.2153]
[Epoch: 50, PPL: 191.1463, Best PPL: 191.1463]
[Epoch: 51, PPL: 193.7027, Best PPL: 191.1463]
[Epoch: 52, PPL: 190.9487, Best PPL: 190.9487]
[Epoch: 53, PPL: 192.2334, Best PPL: 190.9487]
[Epoch: 54, PPL: 191.5559, Best PPL: 190.9487]
[Epoch: 55, PPL: 191.1034, Best PPL: 190.9487]
[Epoch: 56, PPL: 190.0155, Best PPL: 190.0155]
[Epoch: 57, PPL: 189.6091, Best PPL: 189.6091]
[Epoch: 58, PPL: 191.4914, Best PPL: 189.6091]
[Epoch: 59, PPL: 189.7017, Best PPL: 189.6091]
[Epoch: 60, PPL: 188.8921, Best PPL: 188.8921]
[Epoch: 61, PPL: 188.9587, Best PPL: 188.8921]
[Epoch: 62, PPL: 190.0413, Best PPL: 188.8921]
[Epoch: 63, PPL: 190.2682, Best PPL: 188.8921]
[Epoch: 64, PPL: 191.6163, Best PPL: 188.8921]
[Epoch: 65, PPL: 190.2347, Best PPL: 188.8921]
[Final PPL: 175.4475]
