[Optimizer: SGD, Hidden-size: 200, Embedding-size: 350, Learning-rate: 0.5]
[Epoch: 1, PPL: 384.9180, Best PPL: 384.9180]
[Epoch: 2, PPL: 304.0871, Best PPL: 304.0871]
[Epoch: 3, PPL: 273.4895, Best PPL: 273.4895]
[Epoch: 4, PPL: 301.8884, Best PPL: 273.4895]
[Epoch: 5, PPL: 231.6302, Best PPL: 231.6302]
[Epoch: 6, PPL: 240.6858, Best PPL: 231.6302]
[Epoch: 7, PPL: 210.7098, Best PPL: 210.7098]
[Epoch: 8, PPL: 209.2330, Best PPL: 209.2330]
[Epoch: 9, PPL: 200.3040, Best PPL: 200.3040]
[Epoch: 10, PPL: 197.2489, Best PPL: 197.2489]
[Epoch: 11, PPL: 192.5579, Best PPL: 192.5579]
[Epoch: 12, PPL: 191.0329, Best PPL: 191.0329]
[Epoch: 13, PPL: 184.1533, Best PPL: 184.1533]
[Epoch: 14, PPL: 185.3952, Best PPL: 184.1533]
[Epoch: 15, PPL: 181.0478, Best PPL: 181.0478]
[Epoch: 16, PPL: 182.5628, Best PPL: 181.0478]
[Epoch: 17, PPL: 178.6012, Best PPL: 178.6012]
[Epoch: 18, PPL: 176.6863, Best PPL: 176.6863]
[Epoch: 19, PPL: 176.9859, Best PPL: 176.6863]
[Epoch: 20, PPL: 176.9571, Best PPL: 176.6863]
[Epoch: 21, PPL: 172.7937, Best PPL: 172.7937]
[Epoch: 22, PPL: 170.7177, Best PPL: 170.7177]
[Epoch: 23, PPL: 169.8061, Best PPL: 169.8061]
[Epoch: 24, PPL: 169.7554, Best PPL: 169.7554]
[Epoch: 25, PPL: 174.1764, Best PPL: 169.7554]
[Epoch: 26, PPL: 169.2714, Best PPL: 169.2714]
[Epoch: 27, PPL: 177.3119, Best PPL: 169.2714]
[Epoch: 28, PPL: 169.3861, Best PPL: 169.2714]
[Epoch: 29, PPL: 166.2428, Best PPL: 166.2428]
[Epoch: 30, PPL: 167.3384, Best PPL: 166.2428]
[Epoch: 31, PPL: 165.9552, Best PPL: 165.9552]
[Epoch: 32, PPL: 166.8424, Best PPL: 165.9552]
[Epoch: 33, PPL: 168.1065, Best PPL: 165.9552]
[Epoch: 34, PPL: 165.8244, Best PPL: 165.8244]
[Epoch: 35, PPL: 166.0680, Best PPL: 165.8244]
[Epoch: 36, PPL: 167.4503, Best PPL: 165.8244]
[Epoch: 37, PPL: 167.8084, Best PPL: 165.8244]
[Epoch: 38, PPL: 166.1099, Best PPL: 165.8244]
[Epoch: 39, PPL: 167.0920, Best PPL: 165.8244]
[Final PPL: 157.2031]
