[Optimizer: SGD, Hidden-size: 150, Embedding-size: 250, Learning-rate: 1]
[Epoch: 1, PPL: 333.0917, Best PPL: 333.0917]
[Epoch: 2, PPL: 271.8789, Best PPL: 271.8789]
[Epoch: 3, PPL: 240.0915, Best PPL: 240.0915]
[Epoch: 4, PPL: 227.2204, Best PPL: 227.2204]
[Epoch: 5, PPL: 212.9082, Best PPL: 212.9082]
[Epoch: 6, PPL: 211.2003, Best PPL: 211.2003]
[Epoch: 7, PPL: 209.2599, Best PPL: 209.2599]
[Epoch: 8, PPL: 196.6212, Best PPL: 196.6212]
[Epoch: 9, PPL: 192.4561, Best PPL: 192.4561]
[Epoch: 10, PPL: 192.8003, Best PPL: 192.4561]
[Epoch: 11, PPL: 194.0133, Best PPL: 192.4561]
[Epoch: 12, PPL: 183.2678, Best PPL: 183.2678]
[Epoch: 13, PPL: 181.0833, Best PPL: 181.0833]
[Epoch: 14, PPL: 179.4722, Best PPL: 179.4722]
[Epoch: 15, PPL: 181.5112, Best PPL: 179.4722]
[Epoch: 16, PPL: 204.4874, Best PPL: 179.4722]
[Epoch: 17, PPL: 178.6727, Best PPL: 178.6727]
[Epoch: 18, PPL: 174.7042, Best PPL: 174.7042]
[Epoch: 19, PPL: 175.7700, Best PPL: 174.7042]
[Epoch: 20, PPL: 174.7047, Best PPL: 174.7042]
[Epoch: 21, PPL: 176.9647, Best PPL: 174.7042]
[Epoch: 22, PPL: 172.1274, Best PPL: 172.1274]
[Epoch: 23, PPL: 173.5668, Best PPL: 172.1274]
[Epoch: 24, PPL: 171.0360, Best PPL: 171.0360]
[Epoch: 25, PPL: 174.6580, Best PPL: 171.0360]
[Epoch: 26, PPL: 171.8069, Best PPL: 171.0360]
[Epoch: 27, PPL: 171.6448, Best PPL: 171.0360]
[Epoch: 28, PPL: 174.8174, Best PPL: 171.0360]
[Epoch: 29, PPL: 172.3713, Best PPL: 171.0360]
[Final PPL: 164.2806]
